"userid","country","groups","deviceid","device","sellerid","itemid","date","views","clicks","revenue"
3894,"CN","control",10976,"Ios",215,1759,2017-05-19,4,0,0
3596,"CN","control",11266,"Other",247,1946,2017-05-10,6,2,0
5131,"CA","treatment",18416,"Android",177,2060,2017-05-18,4,1,0
4374,"US","control",19715,"Android",489,2763,2017-05-15,6,0,0
1248,"CA","control",16599,"Ios",127,1445,2017-05-14,15,2,0
7983,"CA","treatment",17998,"Web",126,2304,2017-05-09,6,2,123.724620695815
8161,"US","treatment",11614,"Android",129,1942,2017-05-11,8,2,0
8920,"CA","treatment",13008,"Android",249,1263,2017-05-20,4,1,86.4169170404404
9849,"CA","control",19317,"Other",399,1961,2017-05-16,3,0,0
3161,"US","treatment",6668,"Ios",107,1234,2017-05-20,4,0,0
2990,"US","treatment",5886,"Web",134,1646,2017-05-19,8,1,0
3205,"US","control",17577,"Web",456,2187,2017-05-09,6,2,0
2507,"US","control",12990,"Ios",125,1460,2017-05-19,7,2,0
1682,"US","control",7386,"Web",238,2670,2017-05-10,7,0,0
5131,"CA","treatment",18416,"Android",177,2060,2017-05-10,5,0,0
6911,"CA","control",19915,"Web",416,2693,2017-05-15,3,0,0
1967,"CA","treatment",16657,"Other",402,2166,2017-05-11,8,4,92.7722263465749
8215,"GB","control",6734,"Other",187,1538,2017-05-18,12,0,0
8279,"CA","control",6035,"Web",184,2661,2017-05-12,4,2,0
2643,"CN","control",17456,"Other",232,2230,2017-05-08,8,2,0
3595,"CA","control",8039,"Web",297,1849,2017-05-21,3,1,0
1566,"GB","treatment",12597,"Web",321,1919,2017-05-18,7,2,106.241528195419
4856,"US","treatment",12908,"Ios",192,2985,2017-05-15,11,4,0
2871,"US","control",12202,"Android",399,1989,2017-05-13,14,5,0
3679,"CA","control",16510,"Ios",387,1804,2017-05-20,7,2,97.4275489487197
9247,"GB","treatment",14258,"Android",178,2760,2017-05-12,4,2,0
4541,"GB","treatment",15107,"Android",310,1694,2017-05-18,2,1,0
3565,"CN","treatment",10653,"Web",394,1662,2017-05-13,8,0,0
8351,"GB","treatment",8404,"Other",385,1441,2017-05-21,6,0,0
7135,"CA","treatment",6879,"Other",477,1020,2017-05-19,7,1,0
6092,"CA","treatment",18220,"Other",245,1261,2017-05-08,11,5,0
7448,"CN","treatment",18041,"Web",310,1248,2017-05-08,6,1,121.845521646776
5570,"US","control",7831,"Web",141,1972,2017-05-12,6,0,0
1740,"US","control",16466,"Web",204,2651,2017-05-15,7,2,0
1199,"CA","treatment",7126,"Ios",332,1916,2017-05-09,3,1,106.291908808966
5472,"US","treatment",12249,"Ios",214,2776,2017-05-13,10,2,0
6219,"GB","control",11315,"Web",270,2298,2017-05-09,6,1,0
5138,"US","treatment",12206,"Android",278,2177,2017-05-15,3,1,0
9415,"CA","treatment",12554,"Android",309,1120,2017-05-10,5,0,0
1866,"GB","control",18837,"Android",307,2699,2017-05-18,8,1,0
6867,"CN","control",5707,"Web",357,2222,2017-05-14,10,2,0
2529,"CA","control",18165,"Android",285,2640,2017-05-10,7,2,0
8671,"US","treatment",7142,"Web",160,1284,2017-05-13,6,1,0
9135,"GB","treatment",17839,"Android",138,2505,2017-05-11,9,4,66.2291609555206
6915,"CN","treatment",18821,"Web",411,1930,2017-05-18,5,2,0
2122,"US","control",18997,"Web",223,2866,2017-05-11,6,0,0
9169,"CN","treatment",9119,"Web",196,2600,2017-05-09,4,2,0
8594,"CA","treatment",13903,"Web",476,2619,2017-05-08,6,1,0
3156,"US","control",14190,"Android",198,1659,2017-05-19,7,2,0
4507,"US","control",14384,"Ios",283,2957,2017-05-10,9,2,0
1421,"CA","treatment",8530,"Web",123,1201,2017-05-08,8,3,0
6217,"US","control",18945,"Ios",247,1094,2017-05-10,4,0,0
3394,"CN","control",17180,"Ios",310,2162,2017-05-21,3,1,0
9445,"US","treatment",19061,"Ios",116,1783,2017-05-19,7,2,0
6045,"US","control",8668,"Other",493,2172,2017-05-10,6,1,0
8622,"US","control",14332,"Ios",467,2919,2017-05-09,6,2,0
8271,"US","treatment",19079,"Web",188,1362,2017-05-09,1,1,0
7206,"CA","control",18673,"Ios",153,1540,2017-05-19,7,1,0
3987,"US","control",16758,"Web",131,1260,2017-05-09,4,1,0
4839,"GB","control",16998,"Web",339,1781,2017-05-09,3,1,0
7306,"CN","treatment",9594,"Android",123,1258,2017-05-13,8,2,0
6768,"CN","control",6251,"Web",446,2868,2017-05-18,8,1,0
9449,"US","control",19046,"Web",155,1331,2017-05-13,3,1,0
9552,"US","treatment",15910,"Ios",439,2734,2017-05-20,2,0,0
1572,"CN","control",8230,"Android",172,1902,2017-05-20,6,3,0
8848,"GB","treatment",6134,"Web",372,1195,2017-05-10,4,2,0
3712,"US","control",13930,"Android",206,2545,2017-05-14,9,0,0
5685,"GB","control",15237,"Android",311,1517,2017-05-14,5,1,0
9225,"CN","control",6398,"Ios",310,1913,2017-05-20,8,2,0
8644,"US","treatment",5700,"Web",289,1797,2017-05-20,5,0,0
9171,"US","control",8844,"Ios",219,2767,2017-05-12,8,2,0
1054,"CA","treatment",16117,"Other",252,1880,2017-05-13,9,1,0
1728,"US","treatment",16381,"Android",195,2992,2017-05-10,5,0,0
3717,"US","control",14420,"Other",418,2170,2017-05-18,1,1,0
1799,"US","control",15431,"Android",464,2248,2017-05-13,5,1,0
1344,"GB","treatment",18855,"Other",166,2625,2017-05-10,5,0,0
5178,"CA","treatment",5117,"Ios",219,2639,2017-05-10,4,2,0
1820,"GB","control",7545,"Android",259,2721,2017-05-17,1,1,83.4384438855124
3890,"GB","treatment",8736,"Android",306,2590,2017-05-08,8,2,253.883186084618
7103,"CN","control",10468,"Android",159,1218,2017-05-20,1,0,0
7410,"CN","treatment",13649,"Android",453,1994,2017-05-10,5,1,0
2985,"GB","treatment",9584,"Ios",127,2276,2017-05-08,6,0,0
2874,"US","treatment",9461,"Other",443,2076,2017-05-14,9,1,0
3770,"GB","treatment",18179,"Other",209,1290,2017-05-08,5,1,119.024504404707
7297,"GB","treatment",18367,"Ios",272,1946,2017-05-18,4,1,98.1912530130188
6526,"US","control",7760,"Web",302,2416,2017-05-09,8,1,0
3269,"CA","control",8864,"Web",115,2060,2017-05-09,2,1,104.063177655991
5766,"US","treatment",14829,"Ios",292,1335,2017-05-20,5,1,0
2419,"CA","treatment",18842,"Android",485,2015,2017-05-08,6,2,0
7894,"CN","treatment",19803,"Android",357,1863,2017-05-17,4,0,0
1787,"US","control",9833,"Web",326,2151,2017-05-12,11,5,0
9045,"CA","treatment",7111,"Ios",358,1833,2017-05-13,6,3,0
3585,"US","treatment",8424,"Web",276,1471,2017-05-13,9,1,0
7420,"CA","treatment",8488,"Ios",352,1566,2017-05-10,6,0,0
5630,"CN","treatment",19295,"Android",271,1699,2017-05-10,5,0,0
3975,"CA","control",13503,"Ios",208,1766,2017-05-20,6,2,0
8381,"CA","control",7255,"Ios",237,2646,2017-05-08,13,3,0
2739,"US","treatment",17486,"Web",379,2818,2017-05-14,6,1,95.9706286678675
9829,"CA","treatment",7052,"Android",188,2422,2017-05-17,5,1,0
6552,"CN","control",9593,"Android",334,2647,2017-05-10,4,1,0
9582,"US","treatment",14721,"Ios",373,2451,2017-05-18,1,0,0
6771,"CA","control",8495,"Other",286,2788,2017-05-17,1,0,0
1153,"CA","control",19944,"Web",131,2112,2017-05-09,2,1,0
3470,"GB","control",17963,"Android",406,1732,2017-05-21,6,1,0
4844,"CA","treatment",15429,"Other",419,1871,2017-05-11,8,3,77.8942295232465
6352,"US","control",9079,"Ios",165,1450,2017-05-10,5,0,0
1772,"US","control",7529,"Web",220,1644,2017-05-09,5,3,0
6670,"GB","treatment",16623,"Other",185,2121,2017-05-20,2,0,0
4300,"US","treatment",16296,"Ios",148,1328,2017-05-12,9,3,122.926958547458
9251,"GB","control",19872,"Web",208,1912,2017-05-15,11,2,0
8812,"GB","treatment",5293,"Web",380,1421,2017-05-14,11,3,0
6197,"GB","control",7707,"Web",284,2457,2017-05-19,5,3,113.479500180238
1963,"US","control",12456,"Web",460,1215,2017-05-08,2,0,0
6478,"US","control",14235,"Web",396,1087,2017-05-15,5,2,0
2353,"US","control",17344,"Android",481,1081,2017-05-17,8,1,0
1410,"GB","treatment",11448,"Ios",372,1337,2017-05-09,7,1,0
9068,"CA","control",5130,"Android",165,1968,2017-05-20,4,0,0
3920,"CN","control",16480,"Android",155,2847,2017-05-09,2,0,0
1789,"GB","treatment",11806,"Ios",272,2416,2017-05-10,6,0,0
2909,"CN","treatment",7268,"Android",425,1462,2017-05-11,6,1,122.996151677807
6974,"CA","treatment",7781,"Web",337,1474,2017-05-10,5,1,0
1314,"CA","treatment",16011,"Web",290,1634,2017-05-18,4,0,0
9765,"US","control",18129,"Android",286,1758,2017-05-11,11,1,0
1568,"CN","treatment",5798,"Web",214,1603,2017-05-15,5,0,0
8670,"GB","control",9223,"Ios",240,2626,2017-05-13,12,3,0
4267,"US","treatment",16486,"Android",443,1227,2017-05-18,12,2,0
2030,"US","treatment",14212,"Web",467,2094,2017-05-16,9,0,0
4825,"US","treatment",12367,"Android",110,2916,2017-05-08,7,2,0
3991,"CN","treatment",13620,"Ios",281,2402,2017-05-16,11,2,105.109168734037
2130,"US","control",9325,"Web",399,2771,2017-05-12,9,2,0
5319,"CA","control",10548,"Web",242,1317,2017-05-19,10,2,0
2534,"CN","treatment",19798,"Ios",439,1745,2017-05-13,8,1,0
5911,"CN","treatment",19996,"Other",497,1650,2017-05-12,6,2,0
3699,"CA","treatment",18218,"Web",368,2592,2017-05-14,8,1,0
3873,"US","control",18820,"Ios",480,2496,2017-05-12,5,1,0
1427,"CA","treatment",9676,"Android",484,2867,2017-05-20,7,1,0
4259,"US","control",9286,"Web",443,2312,2017-05-10,8,1,0
3902,"US","treatment",11751,"Ios",408,2959,2017-05-12,10,0,0
4542,"US","treatment",6285,"Android",339,1853,2017-05-12,3,1,136.419422179114
9398,"CN","control",16927,"Android",465,1651,2017-05-11,4,0,0
9739,"US","control",16885,"Ios",453,2004,2017-05-12,5,2,0
5019,"US","treatment",8118,"Android",324,1823,2017-05-09,5,3,0
8859,"CN","treatment",17216,"Ios",450,1584,2017-05-17,6,2,0
3621,"CN","treatment",14631,"Ios",179,2832,2017-05-20,6,1,0
5506,"GB","control",11548,"Web",100,2207,2017-05-15,5,2,0
4592,"US","control",6771,"Other",265,2294,2017-05-12,5,1,0
1496,"GB","treatment",17704,"Web",216,1861,2017-05-11,8,1,77.2940476502598
6019,"US","treatment",11129,"Web",500,1822,2017-05-20,9,1,0
1024,"GB","control",10692,"Other",145,2949,2017-05-21,6,2,0
2016,"CA","treatment",14800,"Android",373,1685,2017-05-19,7,0,0
1620,"GB","treatment",12816,"Other",137,2682,2017-05-16,1,0,0
2574,"CA","control",8466,"Ios",144,1425,2017-05-11,6,3,0
3090,"GB","control",7961,"Android",335,1135,2017-05-17,2,0,0
8536,"GB","treatment",17478,"Web",284,2661,2017-05-15,5,1,0
9695,"US","treatment",17552,"Android",285,2257,2017-05-09,8,4,0
9007,"GB","treatment",10174,"Android",164,1579,2017-05-18,2,0,0
4383,"CA","control",19942,"Ios",453,2007,2017-05-21,10,2,108.908831966982
8665,"CA","control",16230,"Web",421,1659,2017-05-14,6,1,0
3027,"CN","treatment",19535,"Android",382,1275,2017-05-19,7,1,0
5574,"GB","treatment",8016,"Other",433,1165,2017-05-17,3,0,0
1698,"US","control",11613,"Android",494,2625,2017-05-09,4,0,0
4383,"CA","control",19942,"Ios",453,2007,2017-05-14,8,2,0
2670,"US","control",10707,"Android",142,2969,2017-05-13,12,3,0
4534,"CA","treatment",19580,"Android",125,2618,2017-05-11,11,2,104.314131042088
7469,"US","control",11471,"Android",266,2963,2017-05-19,5,0,0
9217,"CA","treatment",13278,"Android",239,2872,2017-05-09,4,0,0
4769,"CN","treatment",17010,"Ios",442,1601,2017-05-19,6,0,0
9691,"US","treatment",11500,"Web",325,2371,2017-05-18,5,3,0
7613,"US","treatment",12855,"Android",393,1631,2017-05-20,7,1,0
9083,"US","control",6624,"Web",409,2163,2017-05-17,6,1,0
3288,"CA","control",11819,"Other",158,2311,2017-05-08,5,2,88.0553615498233
7036,"US","control",10005,"Android",420,2441,2017-05-14,11,2,110.253455578905
8845,"GB","treatment",5835,"Other",223,1800,2017-05-21,3,2,76.6263324437529
8373,"GB","control",13995,"Web",376,1196,2017-05-12,5,1,0
9220,"US","control",10311,"Android",355,2662,2017-05-18,4,0,0
8219,"CN","treatment",13877,"Web",453,1977,2017-05-15,12,2,0
5916,"CN","control",8871,"Android",118,2543,2017-05-14,9,2,116.796589139386
2143,"US","treatment",11030,"Web",477,1662,2017-05-12,5,1,111.549162233689
5931,"CA","treatment",11535,"Android",119,1847,2017-05-19,4,1,0
5331,"CN","control",11215,"Ios",151,1731,2017-05-13,2,0,0
3467,"CA","treatment",15636,"Web",478,2873,2017-05-21,6,0,0
6648,"US","treatment",19349,"Android",125,2283,2017-05-20,6,0,0
7634,"US","treatment",14829,"Ios",199,2600,2017-05-09,4,3,0
9534,"CA","control",16049,"Other",319,1413,2017-05-08,6,1,0
6593,"CN","control",10057,"Android",393,2338,2017-05-18,5,2,0
1503,"CA","control",15159,"Android",375,1462,2017-05-13,5,2,88.9074396432908
9464,"GB","treatment",9905,"Other",420,3000,2017-05-18,6,2,0
5240,"CN","treatment",5448,"Other",161,1683,2017-05-20,6,2,0
1953,"CA","treatment",14852,"Web",458,1423,2017-05-21,7,2,0
4557,"US","control",18483,"Other",130,2890,2017-05-14,9,4,0
6886,"US","treatment",16050,"Web",204,2472,2017-05-13,7,0,0
8176,"GB","treatment",18245,"Android",377,2500,2017-05-15,4,0,0
6891,"US","treatment",14139,"Other",431,1305,2017-05-16,3,1,0
6020,"GB","control",9823,"Ios",467,2776,2017-05-13,5,1,0
4220,"US","treatment",11158,"Android",199,2199,2017-05-20,5,2,0
6615,"GB","treatment",11420,"Web",395,1642,2017-05-08,5,1,0
2932,"US","treatment",14430,"Web",179,2203,2017-05-16,4,3,0
3388,"GB","control",18648,"Android",115,1603,2017-05-20,3,0,0
1683,"US","control",15629,"Android",312,1240,2017-05-21,6,1,0
4141,"CN","treatment",18913,"Ios",315,2486,2017-05-16,7,1,0
4785,"GB","control",16167,"Other",276,2972,2017-05-17,4,2,0
2950,"US","treatment",13849,"Ios",404,2291,2017-05-19,5,1,0
4226,"CN","control",19500,"Other",201,2418,2017-05-09,3,0,0
1817,"CA","control",12812,"Web",322,1000,2017-05-08,5,1,0
6886,"US","treatment",16050,"Web",204,2472,2017-05-08,5,1,0
2868,"CA","control",15349,"Web",482,1117,2017-05-17,8,3,0
3213,"US","control",5548,"Android",107,1795,2017-05-10,3,0,0
7850,"GB","treatment",5394,"Web",472,1512,2017-05-14,8,3,0
3820,"GB","control",11464,"Android",471,1705,2017-05-09,3,0,0
9231,"US","control",10422,"Android",465,2043,2017-05-13,8,2,0
6944,"GB","control",19956,"Android",496,2484,2017-05-09,3,1,0
9533,"CA","treatment",13728,"Android",433,2865,2017-05-21,1,0,0
1435,"CA","control",14145,"Android",388,2167,2017-05-17,7,0,0
3116,"CA","control",11193,"Other",142,2389,2017-05-17,6,2,0
7002,"US","control",10669,"Web",404,2297,2017-05-18,11,1,125.766234683722
3812,"GB","control",11960,"Web",330,2350,2017-05-20,9,1,113.118237906527
6398,"US","treatment",6714,"Android",244,1589,2017-05-10,3,1,0
2174,"CA","control",9841,"Other",198,1811,2017-05-15,7,1,0
4927,"US","treatment",7832,"Ios",146,2531,2017-05-15,9,4,0
6587,"US","treatment",18725,"Ios",413,2022,2017-05-19,3,0,0
7489,"US","treatment",16018,"Web",226,2901,2017-05-13,7,3,96.8004835550999
7151,"US","treatment",19936,"Android",228,2990,2017-05-11,4,0,0
8093,"CA","control",18505,"Ios",343,1611,2017-05-15,7,3,0
8026,"CA","treatment",9808,"Android",229,1903,2017-05-15,6,1,0
6643,"US","treatment",15375,"Web",463,1545,2017-05-16,5,1,0
6449,"US","control",16189,"Android",296,2209,2017-05-16,8,2,0
9950,"US","treatment",16429,"Web",243,2566,2017-05-08,5,2,0
3258,"CA","treatment",6656,"Other",395,2989,2017-05-20,2,0,0
5022,"GB","treatment",5103,"Web",257,2606,2017-05-19,3,1,0
2810,"GB","treatment",15091,"Android",267,2489,2017-05-11,7,3,221.2336652872
6768,"CN","control",6251,"Web",446,2868,2017-05-16,5,2,0
8634,"CN","control",11151,"Android",334,1061,2017-05-17,3,0,0
6203,"US","treatment",6580,"Ios",448,2441,2017-05-17,2,0,0
5006,"CN","treatment",14029,"Android",275,2506,2017-05-14,8,0,0
2525,"CA","control",13792,"Other",319,1108,2017-05-20,5,0,0
7339,"US","treatment",6172,"Ios",133,1537,2017-05-13,6,0,0
4788,"US","treatment",10416,"Web",246,1231,2017-05-09,5,0,0
5308,"US","treatment",16179,"Android",174,1764,2017-05-14,8,3,0
5471,"CN","control",6733,"Ios",458,1744,2017-05-21,6,2,0
4504,"US","treatment",10499,"Other",354,2350,2017-05-13,1,0,0
5266,"GB","treatment",15360,"Ios",236,2524,2017-05-15,7,2,0
9563,"CN","control",15982,"Android",250,1490,2017-05-21,7,0,0
8092,"US","treatment",13702,"Android",402,2126,2017-05-21,6,1,0
7705,"GB","control",10308,"Web",306,1129,2017-05-09,3,1,129.966403324701
6832,"US","treatment",16953,"Ios",108,2811,2017-05-11,7,1,0
3133,"GB","treatment",19010,"Other",463,2596,2017-05-15,5,1,0
2447,"GB","treatment",18829,"Other",266,1285,2017-05-08,7,0,0
9097,"CA","treatment",6467,"Android",402,1393,2017-05-19,6,4,96.9814315045751
3916,"GB","control",15362,"Ios",296,2607,2017-05-13,8,1,0
6741,"CN","treatment",17593,"Web",476,2066,2017-05-16,5,4,0
9954,"CA","treatment",8103,"Android",124,1836,2017-05-17,8,1,0
7541,"CA","control",10935,"Android",281,1465,2017-05-19,2,1,0
8816,"US","control",7066,"Web",250,1521,2017-05-11,12,0,0
4837,"CA","control",14533,"Other",177,1995,2017-05-08,9,1,0
8544,"US","treatment",18010,"Web",174,1099,2017-05-08,9,1,87.7182625986093
8952,"US","control",6249,"Other",138,2643,2017-05-10,7,1,0
3496,"CN","control",9972,"Other",106,2758,2017-05-09,6,1,0
1343,"CA","control",13827,"Web",466,1095,2017-05-15,11,1,0
NA,"CA","control",10622,"Web",284,2827,2017-05-12,6,1,0
1377,"CA","treatment",11651,"Android",348,2906,2017-05-15,7,2,106.370161147551
1468,"US","treatment",19497,"Ios",272,1827,2017-05-10,8,0,0
9054,"CA","control",12148,"Android",477,1473,2017-05-08,6,2,87.1966796906203
9325,"US","treatment",17221,"Ios",234,1258,2017-05-14,10,4,83.9897257818429
5041,"GB","treatment",19600,"Other",162,2097,2017-05-20,6,0,0
7023,"CN","treatment",13689,"Other",490,1330,2017-05-14,13,2,107.428877247199
3190,"GB","control",9906,"Ios",271,1714,2017-05-08,5,2,0
1339,"CA","treatment",17487,"Ios",138,1955,2017-05-14,6,1,0
3411,"GB","control",19958,"Other",228,1865,2017-05-15,5,1,90.524768027286
1886,"CA","control",15495,"Web",172,2623,2017-05-10,3,0,0
4249,"CA","control",17403,"Android",415,2050,2017-05-09,7,3,0
6340,"US","treatment",11347,"Ios",253,1540,2017-05-20,9,3,0
5752,"GB","treatment",9702,"Web",130,1086,2017-05-09,8,0,0
9244,"CA","treatment",11605,"Android",356,1432,2017-05-14,8,4,0
8651,"CA","treatment",17748,"Other",186,1020,2017-05-12,5,1,0
2985,"GB","treatment",9584,"Ios",127,2276,2017-05-11,6,1,0
2223,"GB","control",8814,"Ios",449,1547,2017-05-16,9,1,0
7248,"US","control",9428,"Android",315,2556,2017-05-15,7,1,0
2330,"US","treatment",17796,"Ios",125,2074,2017-05-18,8,0,0
5781,"US","treatment",18012,"Other",223,2304,2017-05-14,8,2,0
6356,"CA","treatment",14209,"Ios",309,2926,2017-05-09,13,4,0
3955,"GB","control",15720,"Android",178,1364,2017-05-17,8,1,99.6894730520355
1544,"CN","control",15676,"Web",358,1704,2017-05-19,4,1,0
4996,"US","control",12141,"Android",174,1526,2017-05-17,7,0,0
9779,"US","treatment",11221,"Ios",124,1134,2017-05-13,7,3,0
5817,"US","treatment",18539,"Web",128,2792,2017-05-15,5,0,0
8355,"US","control",6895,"Web",168,1592,2017-05-19,8,1,0
3290,"US","treatment",13327,"Ios",490,2870,2017-05-12,7,1,0
6112,"CA","control",10827,"Other",230,1246,2017-05-13,3,1,0
1653,"GB","control",14818,"Web",312,1732,2017-05-11,11,3,93.9077080896522
5179,"CA","treatment",12868,"Web",324,2824,2017-05-09,7,0,0
5045,"US","control",11691,"Web",127,2971,2017-05-13,9,4,0
3005,"GB","treatment",19757,"Android",210,2077,2017-05-19,2,0,0
1252,"US","treatment",18903,"Android",223,1116,2017-05-14,9,2,0
7284,"US","treatment",5244,"Android",356,2832,2017-05-19,6,1,0
9719,"US","treatment",19449,"Ios",127,1801,2017-05-14,8,1,0
6365,"CA","treatment",10026,"Other",483,2524,2017-05-12,5,1,0
7076,"US","treatment",9267,"Android",284,1343,2017-05-10,6,2,0
9625,"GB","control",6487,"Android",430,2067,2017-05-17,4,1,0
8557,"CA","control",11830,"Android",387,2247,2017-05-14,11,4,277.561393505702
4657,"CA","control",17987,"Other",321,2623,2017-05-21,2,0,0
9014,"CA","treatment",10227,"Android",179,2250,2017-05-11,3,2,0
3052,"GB","control",8828,"Web",152,2585,2017-05-21,7,1,0
5017,"GB","treatment",9411,"Ios",277,2574,2017-05-09,6,4,144.589443751031
7847,"US","treatment",14427,"Ios",387,1051,2017-05-19,4,1,0
7169,"GB","treatment",6092,"Other",310,1840,2017-05-12,4,2,122.870200240548
5209,"US","control",11190,"Other",115,2150,2017-05-11,6,0,0
5367,"CN","control",8168,"Android",197,2031,2017-05-08,2,0,0
2932,"US","treatment",14430,"Web",179,2203,2017-05-19,4,3,0
1432,"GB","control",12483,"Other",388,2569,2017-05-14,7,0,0
5173,"CN","control",13000,"Android",330,1082,2017-05-12,5,0,0
4190,"US","treatment",11489,"Web",466,2411,2017-05-20,7,3,0
2235,"CN","control",16089,"Web",471,2766,2017-05-08,7,2,0
4963,"US","control",17407,"Ios",260,1090,2017-05-18,4,0,0
9053,"CA","control",6690,"Other",353,1213,2017-05-18,3,1,0
6981,"GB","treatment",11480,"Android",321,2983,2017-05-10,1,0,0
5301,"CN","treatment",7197,"Android",118,2594,2017-05-08,7,3,0
9311,"US","control",11879,"Web",353,2121,2017-05-18,5,0,0
8176,"GB","treatment",18245,"Android",377,2500,2017-05-21,2,1,0
8508,"CA","control",14258,"Android",487,1859,2017-05-16,5,1,119.888843458677
4749,"CA","treatment",14308,"Other",380,2280,2017-05-10,3,1,0
3286,"GB","control",9774,"Other",210,1650,2017-05-11,7,1,0
4440,"GB","control",16215,"Android",322,2061,2017-05-16,2,1,0
7935,"US","treatment",6372,"Web",497,1324,2017-05-10,8,2,0
7901,"US","control",5116,"Android",458,2594,2017-05-08,5,1,0
7369,"US","treatment",9217,"Android",163,2199,2017-05-13,7,1,0
4280,"US","treatment",17290,"Android",434,1954,2017-05-13,3,1,0
2816,"GB","control",12534,"Android",467,1293,2017-05-18,5,1,111.1449666211
4568,"CA","control",14606,"Other",275,1845,2017-05-12,6,1,0
4986,"US","control",6127,"Ios",279,1819,2017-05-18,6,3,120.737273167365
